path,kind,loc,last_commit_date,last_commit_subject,classification,confidence,inbound_refs_count,inbound_refs,outbound_refs,breaks_if_deleted,notes
AnalyzedData/12-01-2026/Beauty/bbbar_MONASH_sub1.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
AnalyzedData/12-01-2026/Beauty/bbbar_MONASH_sub2.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
AnalyzedData/12-01-2026/Beauty/bbbar_MONASH_sub3.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
AnalyzedData/12-01-2026/Beauty/bbbar_MONASH_sub4.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
AnalyzedData/12-01-2026/Beauty/bbbar_MONASH_sub5.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
AnalyzedData/12-01-2026/Beauty/bbbar_MONASH_sub6.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
AnalyzedData/12-01-2026/Beauty/bbbar_MONASH_sub7.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
AnalyzedData/12-01-2026/Beauty/bbbar_MONASH_sub8.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
AnalyzedData/12-01-2026/Beauty/bbbar_MONASH_sub9.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
AnalyzedData/12-01-2026/Charm/ccbar_JUNCTIONS_sub0.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
AnalyzedData/12-01-2026/Charm/ccbar_JUNCTIONS_sub1.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
AnalyzedData/12-01-2026/Charm/ccbar_JUNCTIONS_sub2.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
AnalyzedData/12-01-2026/Charm/ccbar_JUNCTIONS_sub3.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
AnalyzedData/12-01-2026/Charm/ccbar_JUNCTIONS_sub4.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
AnalyzedData/12-01-2026/Charm/ccbar_JUNCTIONS_sub5.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
AnalyzedData/12-01-2026/Charm/ccbar_JUNCTIONS_sub6.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
AnalyzedData/12-01-2026/Charm/ccbar_JUNCTIONS_sub7.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
AnalyzedData/12-01-2026/Charm/ccbar_JUNCTIONS_sub8.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
AnalyzedData/12-01-2026/Charm/ccbar_JUNCTIONS_sub9.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
AnalyzedData/12-01-2026/Charm/ccbar_MONASH_sub0.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
AnalyzedData/12-01-2026/Charm/ccbar_MONASH_sub1.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
AnalyzedData/12-01-2026/Charm/ccbar_MONASH_sub2.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
AnalyzedData/12-01-2026/Charm/ccbar_MONASH_sub3.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
AnalyzedData/12-01-2026/Charm/ccbar_MONASH_sub4.root,root-data,,2026-04-29,Snapshot local working tree before split HF update,UNSURE,medium,0,,,"Nothing in the campaign pipeline reads AnalyzedData/. But the PtMultiplicity and FinalAnalysis plotting macros take dated tags such as 12-01-2026 / 27-03-2026 (run_paper_plots.sh:155-156), which resolve here.","Tracked ROOT analysis output, ~25 MB, kept by an explicit .gitignore exception (.gitignore:11-13 '!AnalyzedData/**/*.root'). Produced by the UNSURE legacy analysis chain. Blocked on: are these still needed as reference samples, and should they live in git at all?"
